Cor2 Halo,Cor2 Pa,Cor2 Tf,Cor2 Time,Cor2 Ts,Cor2 Type,Cor2 Vmax,Cor2 Vmin,Cor2 Vsigma,Cor2 V,Cor2 Width,Document Index (generated),Fl Endtime,Fl Goes,Fl Loc,Fl Peaktime,Fl Starttime,Fl Tf,Fl Ts,Fl Type,Hel Id,Hi Pan,Hi Pas,Hi Sc,Hi Time,Number of Records per fcast.json,Number of Records,Smart Bipolesep,Smart Bmax,Smart Bmean,Smart Bmin,Smart Frcflx,Smart Hglatlon,Smart Limb,Smart Negarea,Smart Negflx,Smart Posarea,Smart Posflx,Smart Psllen,Smart Rvalue,Smart Time,Smart Totarea,Smart Totflx,Smart Wlsg,Srs Area,Srs Hale,Srs Ll,Srs Loc,Srs Mcintosh,Srs Nn,Srs No,Srs Time,Abs Neg Dedt In,Abs Neg Dedt Sh,Abs Neg Dhdt In,Abs Neg Dhdt Sh,Abs Tot Dedt,Abs Tot Dedt In,Abs Tot Dedt In Plus Sh,Abs Tot Dedt Sh,Abs Tot Dhdt,Abs Tot Dhdt In,Abs Tot Dhdt In Plus Sh,Abs Tot Dhdt Sh,Alpha,ave (FC data.sharp kw.hgradbh),ave (FC data.sharp kw.hz),ave (FC data.sharp kw.jz),ave (FC data.sharp kw.usflux),ave (FC data.sharp kw.ushz),ave (FC data.sharp kw.usiz),Fc Data Q,Fit R,Ising Energy,kurtosis (FC data.sharp kw.hgradbh),kurtosis (FC data.sharp kw.hz),kurtosis (FC data.sharp kw.jz),kurtosis (FC data.sharp kw.usflux),kurtosis (FC data.sharp kw.ushz),kurtosis (FC data.sharp kw.usiz),L Over Min Hmin,L Over Minhmin,Lmax Over Hmin,max (FC data.sharp kw.hgradbh),max (FC data.sharp kw.hz),max (FC data.sharp kw.jz),max (FC data.sharp kw.usflux),max (FC data.sharp kw.ushz),max (FC data.sharp kw.usiz),Max L Over Hmin,Maxl Over Hmin,median (FC data.sharp kw.hgradbh),median (FC data.sharp kw.hz),median (FC data.sharp kw.jz),median (FC data.sharp kw.usflux),median (FC data.sharp kw.ushz),median (FC data.sharp kw.usiz),Num Neg,Num Pos,Pos Dedt In,Pos Dedt Sh,Pos Dhdt In,Pos Dhdt Sh,R Value Blos Logr,R Value Br Logr,Sigma,skewness (FC data.sharp kw.hgradbh),skewness (FC data.sharp kw.hz),skewness (FC data.sharp kw.jz),skewness (FC data.sharp kw.usflux),skewness (FC data.sharp kw.ushz),skewness (FC data.sharp kw.usiz),stddev (FC data.sharp kw.hgradbh),stddev (FC data.sharp kw.hz),stddev (FC data.sharp kw.jz),stddev (FC data.sharp kw.usflux),stddev (FC data.sharp kw.ushz),stddev (FC data.sharp kw.usiz),Tot L Over Hmin,Tot Len Pil,Tot Uns Dedt,Tot Uns Dedt In,Tot Uns Dedt Sh,Tot Uns Dhdt,Tot Uns Dhdt In,Tot Uns Dhdt Sh,total (FC data.sharp kw.hgradbh),total (FC data.sharp kw.hz),total (FC data.sharp kw.jz),total (FC data.sharp kw.usflux),total (FC data.sharp kw.ushz),total (FC data.sharp kw.usiz),Value Int,Value Tot
 ,89,51:42.0,37:30.0,16:00.0,CME,347,304,11,328,44,21,04:00.0,B2.3,S05E47,47:00.0,35:00.0,15:46.9,10:37.5,swpc,HCME_A__20090213_01,70,110,A,09:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,10,Alpha,1,S05E48,Axx,1,1012,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,81,11:42.0,54:00.0,36:00.0,CME,235,147,32,208,16,22,54:00.0,B5.2, ,50:00.0,38:00.0,32:16.9,27:07.5,swpc,HCME_A__20091028_01,65,95,A,29:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0,31:42.0, ,56:00.0, ,0,0,0,0,0,23,07:00.0,B1.3,N15W40,03:00.0,00:00.0,34:16.9,29:07.5,swpc,HCME_B__20091028_01,285,260,B,49:00.0,1,1,55.88550949,1909.374756,-24.33787918,-2344.055664,-0.202700153,N15W39, ,400.4761658,1.13E+22,322.5613709,5.97E+21,117.604454,46664.48438,00:26.0,723.0375366,2.64E+22,76870.55469,190,Beta-Gamma,9,N16W30,Dai,19,1029,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,87,11:42.0,24:00.0,36:00.0,CME,595,215,90,378,44,24,28:00.0,B1.4,N24E27,25:00.0,17:00.0,02:16.9,57:07.5,swpc,HCME_A__20091213_01,80,110,A,29:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,20,Beta,4,N20E32,Bxo,2,1034,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,80,51:42.0,54:00.0,16:00.0,CME,431,347,26,390,58,25,21:00.0,,N31W08,40:14.0,39:28.0,32:16.9,27:07.5,hessi,HCME_A__20091216_01,55,110,A,09:00.0,1,1,51.02261353,1925.259033,13.37172604,-1806.152588,0.028738776,N30W07, ,235.8414307,5.33E+21,259.6772766,5.82E+21,58.64861679,33142.75781,36:26.0,495.5187073,1.70E+22,59558.25781,120,Beta,8,N30W05,Dai,16,1035,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,274,31:42.0,54:43.0,56:00.0,CME,520,290,67,403,54,26,26:00.0,B6.4,N29W10,20:00.0,17:00.0,32:59.9,27:50.5,swpc,HCME_B__20091216_01,305,245,B,49:00.0,1,1,51.57156372,1904.131226,14.4597559,-1689.517334,0.035341699,N30W09, ,237.221756,5.45E+21,269.1960754,6.07E+21,63.22631455,32581.65039,48:26.0,506.4178467,1.77E+22,56712.24219,120,Beta,8,N30W05,Dai,16,1035,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,83,11:42.0,54:00.0,36:00.0,CME,201,195,2,198,24,27,12:00.0,B8.4, ,56:00.0,28:00.0,32:16.9,27:07.5,swpc,HCME_A__20091222_01,50,105,A,29:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,265,51:42.0,54:41.1,16:00.0,CME,403,250,64,347,16,28,00:00.0,C7.2,S26W46,56:00.0,50:00.0,32:58.0,27:48.6,swpc,HCME_B__20091222_01,330,235,B,09:00.0,1,1,39.4733963,1229.492676,17.20581818,-1719.377686,0.038319886,S28W48, ,121.9369812,2.78E+21,188.111084,3.24E+21,68.8343277,27735.57813,24:26.0,310.0480652,1.18E+22,46333.76953,70,Beta,7,S27W45,Dso,7,1036,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0,31:42.0, ,56:00.0, ,0,0,0,0,0,29,25:00.0,B2.7, ,21:00.0,17:00.0,34:16.9,29:07.5,swpc,HCME_A__20091223_01,60,85,A,49:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,107, 7-Feb-2010 05:31:42.000, 6-Feb-2010 19:54:00.012, 6-Feb-2010 17:56:00.000,CME,403,166,80,309,64,30, 6-Feb-2010 19:09:00.000,M2.9,N21E17, 6-Feb-2010 18:59:00.000, 6-Feb-2010 18:47:00.000, 6-Feb-2010 19:32:16.887, 6-Feb-2010 18:27:07.512,swpc,HCME_A__20100207_01,55,150,A, 7-Feb-2010 06:49:00.000,1,1,30.09997559,1853.990723,-24.78582573,-2108.589355,-0.04076704,N24E23, ,313.9181519,6.37E+21,215.5763702,5.46E+21,122.0885696,74025.39844, 6-Feb-2010 18:58:41.000,529.4945679,2.22E+22,196115.9219,290,Beta-Gamma,8,N24E15,Dkc,9,1045, 7-Feb-2010 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,114,31:42.0,24:00.0,56:00.0,Flow,231,121,36,156,22,31,09:00.0,B2.5, ,04:00.0,00:00.0,02:16.9,57:07.5,swpc,HCME_A__20100212_01,45,125,A,49:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,49,31:42.0,54:00.0,56:00.0,CME,390,142,79,201,84,32,33:00.0,B5.3,N25W04,31:00.0,24:00.0,32:16.9,27:07.5,swpc,HCME_A__20100214_01,30,150,A,49:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,130,Beta-Gamma,11,N24E00,Esc,13,1046,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,230,11:42.0,24:23.6,36:00.0,CME,347,240,32,281,54,33,35:00.0,B1.5,S15W88,31:00.0,28:00.0,02:40.4,57:31.1,swpc,HCME_B__20100225_01,265,200,B,29:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,10,Beta,9,S18W78,Bxo,3,1049,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,246, 1-Mar-2010 06:51:42.000, 1-Mar-2010 00:24:22.888,16:00.0,CME,357,219,34,304,62,34,46:00.0,B1.1, ,40:00.0,36:00.0, 1-Mar-2010 00:02:39.763,57:30.4,swpc,HCME_B__20100301_01,280,220,B, 1-Mar-2010 08:09:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,83, 2-Mar-2010 00:11:42.000, 1-Mar-2010 22:54:00.006, 1-Mar-2010 12:36:00.000,CME,833,320,126,520,112,35, 2-Mar-2010 00:23:00.000,B6.6, , 1-Mar-2010 23:06:00.000, 1-Mar-2010 22:26:00.000, 1-Mar-2010 22:32:16.881, 1-Mar-2010 21:27:07.506,swpc,HCME_A__20100302_01,30,120,A, 2-Mar-2010 01:29:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,258, 5-Mar-2010 10:11:42.000, 5-Mar-2010 00:54:22.331, 4-Mar-2010 22:36:00.000,CME,337,158,48,250,54,36, 5-Mar-2010 00:40:00.000,B2.3,S22W76, 4-Mar-2010 23:53:00.000, 4-Mar-2010 23:29:00.000, 5-Mar-2010 00:32:39.206, 4-Mar-2010 23:27:29.831,swpc,HCME_B__20100305_01,280,230,B, 5-Mar-2010 11:29:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,10,Beta,4,S22W62,Bxo,4,1053, 4-Mar-2010 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,68,51:42.0,24:00.0,16:00.0,CME,378,147,58,197,78,37,00:00.0,B1.4, ,55:00.0,48:00.0,02:16.9,57:07.5,swpc,HCME_A__20100312_01,40,100,A,09:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,115, 3-Apr-2010 10:51:42.000, 3-Apr-2010 09:54:00.005, 2-Apr-2010 23:16:00.000,CME,892,595,94,833,48,38, 3-Apr-2010 10:58:00.000,B7.4,S23W08, 3-Apr-2010 09:54:00.000, 3-Apr-2010 09:04:00.000, 3-Apr-2010 09:32:16.880, 3-Apr-2010 08:27:07.505,swpc,HCME_A__20100403_01,50,155,A, 3-Apr-2010 12:09:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,40,Beta,2,S23W03,Cso,4,1059, 3-Apr-2010 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,251, 3-Apr-2010 10:51:42.000, 3-Apr-2010 10:24:20.821, 2-Apr-2010 23:16:00.000,CME,892,735,44,833,88,39, 3-Apr-2010 10:58:00.000,B7.4,S23W08, 3-Apr-2010 09:54:00.000, 3-Apr-2010 09:04:00.000, 3-Apr-2010 10:02:37.696, 3-Apr-2010 08:57:28.321,swpc,HCME_B__20100403_01,300,215,B, 3-Apr-2010 12:09:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,40,Beta,2,S23W03,Cso,4,1059, 3-Apr-2010 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,92, 8-Apr-2010 05:31:42.000, 8-Apr-2010 03:54:00.020, 7-Apr-2010 17:56:00.000,CME,657,347,78,520,94,40, 8-Apr-2010 03:50:00.000,B3.7,N24E12, 8-Apr-2010 03:25:00.000, 8-Apr-2010 02:30:00.000, 8-Apr-2010 03:32:16.895, 8-Apr-2010 02:27:07.520,swpc,HCME_A__20100408_01,55,125,A, 8-Apr-2010 06:49:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,10,Alpha,1,N24E14,Axx,1,1060, 8-Apr-2010 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,303, 8-May-2010 07:31:42.000, 8-May-2010 05:54:24.976, 7-May-2010 19:56:00.000,Flow,694,694,0,694,48,41, 8-May-2010 05:04:00.000,C9.3,N38W65, 8-May-2010 04:59:00.000, 8-May-2010 04:51:00.000, 8-May-2010 05:32:41.851, 8-May-2010 04:27:32.476,swpc,HCME_B__20100508_01,320,240,B, 8-May-2010 08:49:00.000,1,1,22.66099167,1607.739624,-13.25027275,-1060.256836,-0.056809831,N40W65,IV,139.7948914,2.45E+21,104.5633545,1.83E+21,80.56011963,40188.91016, 8-May-2010 04:46:23.200,244.3582611,1.10E+22,58044.75,30,Beta,9,N42W67,Cso,3,1069, 8-May-2010 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,69, 9-May-2010 00:51:42.000, 8-May-2010 21:24:00.006, 8-May-2010 13:16:00.000,CME,431,223,72,291,20,42, 8-May-2010 20:18:00.000,C2.4,N42W78, 8-May-2010 20:11:00.000, 8-May-2010 20:04:00.000, 8-May-2010 21:02:16.881, 8-May-2010 19:57:07.506,swpc,HCME_A__20100509_01,40,90,A, 9-May-2010 02:09:00.000,1,1,25.76244545,735.7225342,-16.92036438,-700.0493164,-0.154109478,N40W70,IV,90.59674835,1.36E+21,39.76150894,6.25E+20,15.9753561,4834, 8-May-2010 19:58:23.100,130.3582611,4.74E+21,1918.384155,30,Beta,9,N42W67,Cso,3,1069, 8-May-2010 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,79,51:42.0,54:00.0,16:00.0,CME,431,312,30,378,112,43,08:00.0,B1.3, ,01:00.0,52:00.0,32:16.9,27:07.5,swpc,HCME_A__20100523_01,50,130,A,09:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,275,31:42.0,24:34.0,56:00.0,CME,657,219,108,446,68,44,02:00.0,M2.0,N23W43,57:00.0,30:00.0,02:50.9,57:41.5,swpc,HCME_B__20100612_01,305,245,B,49:00.0,1,1,28.16189003,1138.92041,-23.63782311,-1142.648926,-0.116626449,N23W45, ,132.6655731,2.35E+21,71.22525787,1.42E+21,89.95275116,27506.07617,46:26.2,203.8908539,8.05E+21,53252.82031,50,Beta,5,N22W43,Bxo,8,1081,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,305,11:42.0,54:34.4,36:00.0,CME,390,204,59,265,56,45,38:00.0,C1.2,N24W58,34:00.0,31:00.0,32:51.3,27:41.9,swpc,HCME_B__20100613_02,330,240,B,29:00.0,1,1,33.00318527,1310.136353,-27.87385368,-2220.139893,-0.238064453,N23W62,IV,360.7714539,9.01E+21,199.3204498,4.10E+21,52.01209259,55477.91797,34:26.4,560.0919189,2.06E+22,30379.34375,80,Beta,8,N24W58,Dro,10,1081,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0,11:42.0, ,36:00.0, ,0,0,0,0,0,46,41:00.0,B2.1,N27W28,38:00.0,33:00.0,14:16.9,09:07.5,swpc,HCME_A__20100622_01,100,125,A,29:00.0,1,1,64.975914,1131.847046,-4.855641365,-1293.615723,-0.071710929,N27W27, ,76.95993042,1.41E+21,62.18771362,9.61E+20,28.3678627,8760,34:26.7,139.147644,6.20E+21,9011.676758,40,Beta,8,N27W23,Dro,4,1082,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,54,11:42.0,24:00.0,36:00.0,CME,219,148,17,192,86,47,08:44.0,,N21E68,03:50.0,02:00.0,02:16.9,57:07.5,hessi,HCME_A__20100710_01,25,150,A,29:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,30,Beta,4,N18E72,Dro,2,1087,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,255,51:42.0,54:48.0,16:00.0,CME,231,145,19,200,48,48,01:00.0,B3.8,S25W33,58:00.0,54:00.0,33:04.8,27:55.5,swpc,HCME_B__20100728_01,305,230,B,09:00.0,1,1,73.89850617,1506.19812,5.806760311,-1037.705811,0.076422669,S23W34, ,174.3513184,2.60E+21,231.5836334,3.98E+21,34.55104065,17598.39453,58:26.2,405.9349365,1.81E+22,15345.15332,100,Beta,9,S24W21,Dsi,7,1089,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,58,51:42.0,54:00.0,16:00.0,CME,595,312,92,411,18,49,12:00.0,B8.1,N14E59,18:00.0,11:00.0,32:16.9,27:07.5,swpc,HCME_A__20100730_01,20,130,A,09:00.0,1,1,68.31090546,981.6438599,-7.934556484,-2702.344482,-0.120891601,N16E57, ,228.859375,6.70E+21,268.2075195,4.05E+21,216.0845032,306626,58:26.2,497.0668945,2.19E+22,134168.9063,210,Beta,9,N14E63,Cso,2,1092,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,274,51:42.0,24:52.4,16:00.0,CME,1249,357,221,641,118,50,31:00.0,C4.4,N17W52,05:00.0,38:00.0,03:09.3,57:59.9,swpc,HCME_B__20100814_01,320,210,B,09:00.0,1,1,21.72942352,1280.738159,-47.8359642,-1968.405762,-0.296707124,N15W53, ,330.381134,7.28E+21,101.8659363,1.74E+21,86.95191956,46857.59766,10:25.1,432.2470703,1.87E+22,88448.40625,10,Beta,4,N17W41,Bxo,13,1099,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,300,11:42.0,24:52.6,36:00.0,CME,431,271,38,337,54,51,23:00.0,B4.9,N16W63,20:00.0,16:00.0,03:09.5,58:00.1,swpc,HCME_B__20100815_01,330,260,B,29:00.0,1,1,15.5394516,1713.096924,-22.74015045,-2067.632324,-0.111274622,N16W65,IV,392.4930725,8.70E+21,285.0805969,5.54E+21,201.3806458,143732.1563,10:25.0,677.5736694,2.84E+22,158234.7344,70,Beta,6,N18W58,Cro,8,1099,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,54,51:42.0,54:00.0,16:00.0,CME,304,195,33,243,30,52,55:00.0,B7.8,N18W65,49:00.0,43:00.0,32:16.9,27:07.5,swpc,HCME_A__20100815_01,25,95,A,09:00.0,1,1,13.58656597,1712.889038,-12.16603088,-1953.020142,-0.028647095,N16W68,IV,380.5991211,8.51E+21,361.7953186,7.61E+21,221.2085419,280018.9063,46:24.9,742.3944702,3.16E+22,176137.9531,70,Beta,6,N18W58,Cro,8,1099,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,46,51:42.0,54:00.0,16:00.0,CME,543,215,73,333,82,53,22:00.0,C1.5,N18W86,01:00.0,05:00.0,32:16.9,27:07.5,swpc,HCME_A__20100818_01,20,120,A,09:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,60,Beta,6,N17W84,Bxo,4,1099,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV,323,51:42.0,54:53.3,16:00.0,CME,961,277,162,568,352,54,51:00.0,C4.5,N18W88,48:00.0,45:00.0,33:10.2,28:00.8,swpc,HCME_B__20100818_01,330,250,B,09:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0,N17W97, ,0,1099,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV,59, 4-Sep-2010 19:31:42.000, 4-Sep-2010 15:54:00.005, 4-Sep-2010 07:56:00.000,CME,480,328,45,416,160,55, 4-Sep-2010 14:38:00.000,B2.5,N23W87, 4-Sep-2010 14:35:00.000, 4-Sep-2010 14:31:00.000, 4-Sep-2010 15:32:16.880, 4-Sep-2010 14:27:07.505,swpc,HCME_A__20100904_01,20,145,A, 4-Sep-2010 20:49:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,130,Beta,4,N12W57,Cso,3,1101, 4-Sep-2010 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV,279, 4-Sep-2010 19:31:42.000, 4-Sep-2010 15:54:56.595, 4-Sep-2010 07:56:00.000,CME,595,328,66,431,132,56, 4-Sep-2010 14:38:00.000,B2.5,N23W87, 4-Sep-2010 14:35:00.000, 4-Sep-2010 14:31:00.000, 4-Sep-2010 15:33:13.470, 4-Sep-2010 14:28:04.095,swpc,HCME_B__20100904_01,340,210,B, 4-Sep-2010 20:49:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,130,Beta,4,N12W57,Cso,3,1101, 4-Sep-2010 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV,310, 9-Sep-2010 03:31:42.000, 8-Sep-2010 23:54:57.243, 8-Sep-2010 15:56:00.000,CME,595,271,79,403,166,57, 9-Sep-2010 00:10:00.000,C3.3,N19W89, 8-Sep-2010 23:33:00.000, 8-Sep-2010 23:05:00.000, 8-Sep-2010 23:33:14.118, 8-Sep-2010 22:28:04.743,swpc,HCME_B__20100909_01,325,240,B, 9-Sep-2010 04:49:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,40,Alpha,5,N19W77,Hax,6,1105, 8-Sep-2010 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,61, 9-Sep-2010 06:11:42.000, 9-Sep-2010 00:24:00.006, 8-Sep-2010 18:36:00.000,CME,781,284,136,431,24,58, 9-Sep-2010 00:10:00.000,C3.3,N19W89, 8-Sep-2010 23:33:00.000, 8-Sep-2010 23:05:00.000, 9-Sep-2010 00:02:16.881, 8-Sep-2010 22:57:07.506,swpc,HCME_A__20100909_01,50,110,A, 9-Sep-2010 07:29:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,40,Alpha,5,N19W77,Hax,6,1105, 8-Sep-2010 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV,303,51:42.0,54:57.5,16:00.0,CME,480,227,66,378,132,59,46:52.0,,S21E87,44:22.0,42:04.0,33:14.4,28:05.0,hessi,HCME_B__20100911_01,340,250,B,09:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,50,Alpha,1,S18E64,Hsx,1,1106,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
